"year","gender","age","q_heard_of","q_own_words","q_describes","q_common_cva","q_intellect","q_first_heard","q_diagnosed","q_how_long_ago","q_know_someone_else","q_know_someone","q_causes_cva","q_causes_tumor","q_causes_tbi","q_causes_heart","q_causes_notsure","q_past_year","q_last_place"
"2016","male","25 to 34","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes","impaired language , speech, writing, commun ication","A language disorder","Yes","Strongly disagree","Other: studying medicine","No",NA,NA,"Yes","1","1","1","0","0","1 to 3",NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","When some one has a hard term using language peokperly because of a prior health complication","A language disorder","Yes","Somewhat disagree","Other: Online","No",NA,NA,"No","1","1","1","0","0","1 to 3","Somewhere online or maybe a commercial on tv not sure"
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes","Words get mixed up from what the object is","A language disorder","Yes","Somewhat agree","From a family member or friend","No",NA,NA,"Yes","0","0","0","0","1","1 to 3","From a family member"
"2016","male","25 to 34","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","Yes","Inability to comprehend certain tasks","None of the above","Yes","Strongly disagree","Other: Teacher","No",NA,NA,"No","0","0","0","0","1","None",NA
"2016","male","35 to 44","Yes",NA,"I'm not sure","Yes","Somewhat disagree","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","1 to 3",NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes",NA,"I'm not sure","Yes","Somewhat agree","From a family member or friend","No",NA,NA,"I don't know","0","0","0","0","1","1 to 3",NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes",NA,"A language disorder","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","male","45 to 54","No",NA,NA,"No","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes",NA,"I'm not sure","Yes","Strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","0","0","0","0","1","1 to 3",NA
"2016","female","45 to 54","Yes","Paralysis","A circulatory condition","Yes","Somewhat disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","0","0","0","0","1 to 3","This survey"
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"No","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes",NA,"A language disorder","Yes","Strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3","Magazine"
"2016","female","65 and over","Yes","Unable to say what they mean","None of the above","Yes","Strongly disagree","Other: Nursing school","No",NA,NA,"Yes","1","1","1","0","0","4 to 6",NA
"2016","male","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","No pain.","A circulatory condition","Yes","Somewhat disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","None",NA
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","Yes","memory
sensory","A language disorder","Yes","Strongly disagree","In a newspaper, magazine or online publication","No",NA,NA,"No","1","1","1","0","0","1 to 3",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","person can't speak","A circulatory condition","Yes","Strongly disagree","I don't recall","No",NA,NA,"No","1","1","1","0","0","None","i didn't recall hearing at all."
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","Yes","Difficulty with speech","A language disorder","Yes","Strongly disagree","From a doctor","No",NA,NA,"Yes","1","1","1","0","0","1 to 3","Office"
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"No","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","Yes","From stroke.couldn't form words","A language disorder","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","0","0","0","0","None","A dr.in 2000"
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","Difficulty processing or expressing language","A language disorder","Yes","Strongly disagree","Other: Education","No",NA,NA,"No","0","0","0","0","1","None","Textbook"
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes",NA,"A heart condition","Yes","Strongly disagree","From a doctor","No",NA,NA,"No","1","1","1","0","0","1 to 3","Workplace"
"2016","female","35 to 44","Yes",NA,"A language disorder","Yes","Strongly disagree","Other: College","No",NA,NA,"No","1","1","1","0","0","None",NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","Their inability to form words and speak","A language disorder","Yes","Somewhat disagree","From a doctor","No",NA,NA,"Yes","1","1","1","0","0","4 to 6","Television"
"2016","male","45 to 54","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","hard to speak","None of the above","Yes","Neutral","Other: school","No",NA,NA,"No","1","1","1","0","0","None","school"
"2016","female","35 to 44","Yes","It is commonly associated with stroke victims.  It causes difficulty in language formation which wasn't present prior to the stroke.","A language disorder","Yes","Strongly disagree","From a family member or friend","No",NA,NA,"Yes","1","1","1","0","0","1 to 3",NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes","Facial paralysis","A circulatory condition","Yes","Neutral","From a doctor","No",NA,NA,"Yes","1","1","0","0","0","1 to 3","Hospital"
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"No","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","Yes",NA,"I'm not sure","Yes","Neutral","I don't recall","No",NA,NA,"I don't know","0","0","0","0","1","None",NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","Yes","patent knows what they to say put can't speak it.","A language disorder","Yes","Strongly disagree","Other: mother was diagnosed","No",NA,NA,"Yes","1","1","1","0","0","10 or more","work"
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","Yes","Can't say words they are thinking","A language disorder","Yes","Strongly disagree","Other: In my work","No",NA,NA,"No","1","0","0","0","0","None","Internet"
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"No","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","Yes","A person with aphasia cannot communicate due to mental impairment.","A language disorder","Yes","Somewhat agree","From a family member or friend","No",NA,NA,"No","1","0","0","0","0","1 to 3","Actually, it was brought up on Dr. Radio on XM."
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","Yes","Makes them foggy","A language disorder","Yes","Strongly disagree","Other: Cna","No",NA,NA,"Yes","1","0","0","0","0","4 to 6","Friends husband just had a stroke"
"2016","female","45 to 54","Yes","Difficulty speaking","A language disorder","Yes","Strongly disagree","Other: In school","No",NA,NA,"Yes","1","1","1","0","0","1 to 3",NA
"2016","male","35 to 44","Yes","Difficulty speaking due to stroke","A language disorder","Yes","Neutral","Other: School","No",NA,NA,"No","1","0","0","0","0","None","Training/education"
"2016","female","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","65 and over","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","Yes","Inability to speak.","A language disorder","Yes","Strongly disagree","From a doctor","No",NA,NA,"No","1","1","1","0","0","None",NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","Yes","Difficulty communicating","A language disorder","Yes","Strongly disagree","On TV or in a movie","No",NA,NA,"No","1","1","1","0","0","1 to 3","House M.D."
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","Yes","Inability to speak","A language disorder","Yes","Somewhat disagree","From a family member or friend","No",NA,NA,"No","1","1","1","1","0","1 to 3",NA
"2016","male","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","55 to 64","Yes","Getting words wrong, causes trouble talking","A language disorder","Yes","Strongly disagree","Other: School","No",NA,NA,"No","1","1","1","0","0","1 to 3","Magazine"
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","25 to 34","Yes","Muscles","A circulatory condition","Yes","Strongly disagree","I don't recall","No",NA,NA,"No","0","0","0","0","1","1 to 3",NA
"2016","male","35 to 44","No",NA,NA,"I don't know","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","45 to 54","No",NA,NA,"Yes","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","35 to 44","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"I don't know","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","25 to 34","No",NA,NA,"Yes","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","65 and over","No",NA,NA,"I don't know","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","35 to 44","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","female","45 to 54","No",NA,NA,"Yes","Somewhat disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","male","55 to 64","No",NA,NA,"Yes","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
